group_code,breeder,breeder_cross_code,eval_cat,Concept,Funding,state,Fruit count,Fruit Load,harvest_date,tray_number,fruit_left,fruit_harvested,All trays Quanity,total thrown,# rots thrown (12wk?),# softs thown (12wks?),Date,ave_frtWgt_harvest,fruitCount_total,failed_thrshld,breeder_response,ave_frtWgt_total,data_type,harvest_brix,harvest_dm,Sensory  Dry Matter (%),storage_week_due,sensory_week_due,coolstore_removal_date,days_ripen,primary_shape,taste_done,sensory_firmness,sensory_brix,storage1_date,storage1_week,storage1_firmness,last_storage_date,last_storage_week,last_storage_firmness,post_harvest_state,Sensory Brix (SSC) - Combined,Sensory Brix (SSC) - Stem,Sensory Brix (SSC) - Stylar,Sensory Chroma-C,Sensory Chroma-H,Sensory Chroma-L,Sensory Days to Ripen,Sensory FF Flat (kgf) Fruit Firmness,Sensory FF Flat (kgf) Fruit Firmness - Core,Sensory Fruit Diameter Maximum (mm),Sensory Fruit Diameter Minimum (mm),Sensory Fruit Diameter Ratio,Sensory Fruit Length (mm),Sensory Core Cavity,Sensory Core Colour,Sensory Core Firmness,Sensory Core Size,Sensory Cross Section,Sensory Hair Removability,Sensory Lenticels,Sensory Primary Shape,Sensory  Red FAST-Intensity Outer,Sensory  Red FAST-Intesity Inner,Sensory  Red FAST-Red Equatorial Spread,Sensory  Red Longitudinal Spread,Sensory  Sample size,Sensory Secondary Shape,Sensory Shoulder Shape,Sensory Skin Hairiness,Sensory Stylar Cavity External,Sensory Stylar Cavity Internal,Sensory Stylar End Shape,Sensory Woody Plug,Date1,Taster 1,O/A 1,Sweetness 1,Acid 1,Texture 1,Juiciness 1,Intensity 1,Duration 1,Core 1,Ripeness 1,retaste 1,SensoryComments1,Date2,Taster 2,O/A 2,Sweetness 2,Acid 2,Texture 2,Juiciness 2,Intensity 2,Duration 2,Core 2,Ripeness 2,retaste 2,SensoryComments2,Date3,Taster 3,O/A 3,Sweetness 3,Acid 3,Texture 3,Juiciness 3,Intensity 3,Duration 3,Core 3,Ripeness 3,retaste 3,SensoryComments3,Date4,Taster 4,O/A 4,Sweetness 4,Acid 4,Texture 4,Juiciness 4,Intensity 4,Duratioin 4,Core 4,Ripeness 4,retaste 4,SensoryComments4,Date5,Taster 5,O/A 5,Sweetness 5,Acid 5,Texture 5,Juiciness 5,Intensity 5,Duration 5,Core 5,Ripeness 5,retaste 5,SensoryComments5,Date6,Taster 6,O/A 6,Sweetness 6,Acid 6,Texture 6,Juiciness 6,Intensity 6,Duration 6,Core 6,Ripeness 6,retaste 6,SensoryComments6,Date7,Taster 7,O/A 7,Sweetness 7,Acid 7,Texture 7,Juiciness 7,Intensity 7,Duration 7,Core 7,Ripeness 7,retaste 7,Taster 8,SensoryComments7,Date8,O/A 8,Sweetness 8,Acid 8,Texture 8,Juiciness 8,Intensity 8,Duration 8,Core 8,Ripeness 8,retaste 8,SensoryComments8
K10.01-01-01b,EP,ZI83,ZG_EP,Green,Commercial,Culled,25,2,14/06/2016,1609588,18,18,,,,,,126.67,25,Dry Matter (%),Cull,132.88,Destructive,7.9,16.9,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-01d,EP,ZI83,ZG_EP,Green,Commercial,Culled,22,2,14/06/2016,1609591,3,15,8,,,,,106,20,Dry Matter (%),Keep,107.75,Destructive,5.3,16.2,,,,4/10/2016,16.4,Globose,,0.59,13.21,21/09/2016,14,1.59,,,,Finished,13.21,13.5,12.92,32.26,115.52,47.3,16.4,0.59,0,57.01,52.45,0.92,58.76,No Cavity,Gel discoloured/Cream,Moderately Firm,4,,Moderate,0,Globose,0,0,0,0,5,0,Rounded,0,1,0,Hollow with Raised,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-02f,EP,ZJ83,ZG_EP,Green,Commercial,Culled,31,3,14/06/2016,1609530,3,17,9,1,1,0,6-Sep-16,111.76,28,,,113.42,Destructive,5.7,17.05,,,,4/10/2016,8.5,Obovoid,YES,0.5,13.81,7/09/2016,12,0.96,,,,Finished,13.815,13.38,14.25,22.37,111.8,50.15,8.5,0.5,0,54.65,49.01,0.9,62.34,No Cavity,Gel discoloured/Cream,Moderately Firm,6,,Easy,0,Obovoid,0,0,0,0,4,0,Rounded,0,0,0,Hollow with Raised,1,13-Oct-16,hrktlt,5,6,6,5,3,Medium,Medium,Moderately Firm,Good,,"mild sweet-tang bland in flv, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-03e,EP,ZK83,ZG_EP,Green,Commercial,Culled,12,2,31/05/2016,1606809,4,8,4,,,,,135.65,10,,,135.65,Predicted,8.73,17.32750999,,,,,,,,,,25/08/2016,12,0.47,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-05e,EP,ZI44,ZG_EP,Green,Commercial,Culled,15,2,10/06/2016,1608718,2,9,6,1,0,1,29-Aug-16,89.23,12,Fruit Weight (g),Keep,92.62,Destructive,9.5,13.38,,,,23/09/2016,2.5,Globose,,0.37,12.78,31/08/2016,12,0.51,,,,Finished,12.775,12.05,13.5,25.92,112.53,45.75,2.5,0.37,0,53.53,44.22,0.83,59.67,No Cavity,Gel discoloured/Cream,No Dectectable Firmness,3,,Easy,0,Globose,0,0,0,0,2,0,Rounded,0,0,0,Flat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-07c,EP,ZE44,ZG_EP,Green,Commercial,Culled,10,1,31/05/2016,1606814,2,10,7,,,,,105.81,10,,,105.81,Predicted,11.17,17.38931401,,,,1/09/2016,3.5,Globose,YES,0.58,16.17,25/08/2016,12,0.54,,,,Finished,16.165,16.1,16.23,31.49,114.58,47.61,3.5,0.58,0,53.3,47.51,0.89,61.92,No Cavity,White,Quite Hard to Firm,5,,Moderate,0,Globose,0,0,0,0,3,Obovoid,Rounded,0,1,0,Hollow,1,2-Sep-16,hrkark,7,7,6,6,3,High,Medium,Slightly Firm,Good,,"high-mod tropical sweet, some notes of passionfruit. nice",2-Sep-16,hrkmxp,6,6,6,7,3,Medium,Medium,No Dectectable Firmness,Good,,melon tropical sweet w mandarin/passionfruit tang txt creamy/melting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-07g,EP,ZE44,ZG_EP,Green,Commercial,Culled,40,3,10/06/2016,1608768,21,28,5,,,,,120.51,37,,,120.57,Destructive,9.03,19.22,,,,,,,,,,31/08/2016,12,0.47,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-07i,EP,ZE44,ZG_EP,Green,Commercial,Culled,6,1,10/06/2016,1608796,6,6,,,,,,84.1,6,Fruit Weight (g),End,84.1,Predicted,8.47,17.67326309,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-08e,EP,ZK83,ZG_EP,Green,Commercial,Culled,9,1,26/05/2016,1606380,2,7,5,,,,,109.99,7,,,109.99,Predicted,9.95,18.14127333,,,,29/08/2016,8.5,Oblong,YES,0.46,14.93,17/08/2016,12,0.78,,,,Finished,14.925,15.1,14.75,30.86,111.81,52.18,8.5,0.46,0,55.91,50.58,0.91,72.57,No Cavity,White,Slightly Firm,4,,Moderate,0,Oblong,0,0,0,0,2,0,Square,0,0,0,Hollow with Raised,1,14-Sep-16,hrkark,4,5,6,6,3,High,Medium,No Dectectable Firmness,Good,," smooth texture, mod tangy flavour with a hint of kawakawa leaf. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-01-10d,EP,ZI83,ZG_EP,Green,Commercial,Culled,79,4,14/06/2016,1609527,2,48,7,,,,,80.42,66,Fruit Weight (g),Keep,85.84,Destructive,7.07,17.87,,,,12/09/2016,14,Oblong,YES,0.59,15.58,8/09/2016,12,0.97,,,,Finished,15.58,15.22,15.94,32.76,112.39,52.99,14,0.59,0,51.28,46.81,0.91,56.18,No Cavity,Light Green,No Dectectable Firmness,4,Slightly Oblate,Easy,Slightly Raised,Oblong,0,0,0,0,5,Square,Square,hairy,4,1,Very Hollow with Raised,1,12-Sep-16,hrtsjm,5.5,6,5,4,2,Medium,Medium,No Dectectable Firmness,Slightly over-ripe,,"Musty sweet grape, mushy text",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-01g,EP,ZI83,ZG_EP,Green,Commercial,Culled,20,2,14/06/2016,1609585,30,35,,,,,,86.29,39,Fruit Weight (g),End,85.98,Destructive,8.2,19.93,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-01j,EP,ZI83,ZG_EP,Green,Commercial,Culled,29,2,26/05/2016,1606347,9,24,12,1,0,1,17-Oct-16,87.38,28,Fruit Weight (g),Keep,87.27,Destructive,11.05,20.76,,,,6/09/2016,8.71,Ellipsoid,YES,0.56,16.98,17/08/2016,12,1.4,,,,Finished,16.98,16.37,17.59,33.53,112.28,51.54,8.71,0.56,0,50.83,46.3,0.91,65.67,No Cavity,Gel discoloured/Cream,Slightly Firm,6,,Easy,0,Ellipsoid,0,0,0,0,5,0,Rounded,0,1,0,Slightly Raised,2,19-Sep-16,hrkmxp,6.5,6,6,6,3,Medium,Medium,No Dectectable Firmness,Good,,mod apple lollie sweet w apple/lime tang that lingers txt smooth,19-Sep-16,hrktlt,5,7,6,5,4,High,Medium,No Dectectable Firmness,Slightly over-ripe,,"high sweet unusual flv, maybe over ripe apple,left sl bitter aftr taste",27-Oct-16,hrkark,6.5,7,6,6,3,High,Medium,No Dectectable Firmness,Slightly over-ripe,Retaste,"mod candy start with mild sweet orange finish. unusual  flavour, hint of musty, could be slor.",27-Oct-16,hrktlt,6,6,6,4,3,Medium,Medium,No Dectectable Firmness,Slightly over-ripe,Retaste,"mod sweet sl creamy pineapple flv , fades to a mild tang, unusual flv.,txt sl lumpy -mealy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-02c,EP,ZJ83,ZG_EP,Green,Commercial,Culled,5,1,31/05/2016,1606771,1,1,,,,,,76.6,1,Fruit Weight (g),End,76.6,Predicted,8.69,15.39290154,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-02e,EP,ZJ83,ZG_EP,Green,Commercial,Culled,11,2,26/05/2016,1606382,0,3,1,,,,,87.97,4,Fruit Weight (g),Keep,92.38,Destructive,13,20.22,,,,,,,,,,17/08/2016,12,0.71,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-04g,EP,ZE44,ZG_EP,Green,Commercial,Culled,18,2,26/05/2016,1606362,13,15,,,,,,101.25,16,Dry Matter (%),End,103.72,Destructive,8.4,15.41,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-05g,EP,ZI44,ZG_EP,Green,Commercial,Culled,9,1,10/06/2016,1608746,2,8,6,,,,,136.59,8,,,136.59,Predicted,10.78,17.93316081,,,,15/09/2016,6,Ellipsoid,,0.56,13.7,31/08/2016,12,0.85,,,,Finished,13.7,12.85,14.55,28.11,108.59,52.56,6,0.56,0,59.03,53.75,0.91,82.45,No Cavity,Light Green,Slightly Firm,4,,Moderate,0,Ellipsoid,0,0,0,0,2,Oblong,Rounded,0,0,1,Hollow with Raised,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-05h,EP,ZI44,ZG_EP,Green,Commercial,Culled,28,2,2/06/2016,1607455,23,24,,,,,,83.25,28,Fruit Weight (g),End,86.14,Destructive,8.75,17.44,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-08d,EP,ZK83,ZG_EP,Green,Commercial,Culled,44,3,14/06/2016,1609538,17,20,,,,,,92.5,37,Dry Matter (%),End,91.46,Destructive,7,12.53,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-08f,EP,ZK83,ZG_EP,Green,Commercial,Culled,14,2,12/05/2016,1604225,3,11,8,,,,,100.16,14,,,96.88,Destructive,8,17.4,,,,10/08/2016,14.67,Square,YES,0.44,15.3,3/08/2016,12,1.28,,,,Finished,15.3,14.75,15.85,30.82,105.65,57.53,14.67,0.44,0,55.3,51.21,0.93,65.94,No Cavity,White,Slightly Firm,3,,Difficult,0,Square,0,0,0,0,3,0,Square,0,1,0,Hollow with Raised,1,22-Aug-16,hrkmxp,6,6,6,7,4,High,Medium,Slightly Firm,Good,,"mod sweet w lime tang,  txt very smooth , crunchy seeds",22-Aug-16,hrkpgs,5.5,6,6,5,3,Medium,Medium,Moderately Firm,Good,,"Sweet mild green kiwi flavour with tangy balance, but tangy unripe taste remains and spoils overall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-09d,EP,ZI44,ZG_EP,Green,Commercial,Culled,25,2,2/06/2016,1607347,3,15,8,1,1,0,22-Aug-16,112.71,19,,,110.65,Destructive,12.15,17.93,,,,5/09/2016,1,Oblong,YES,0.41,15.77,25/08/2016,12,0.53,,,,Finished,15.77,15.57,15.97,32.78,110.14,55.25,1,0.41,0,56.09,51.76,0.92,69.14,No Cavity,Gel discoloured/Cream,Slightly Firm,4,,Moderate,0,Oblong,0,0,0,0,3,0,Square,0,0,0,Raised,1,5-Sep-16,hrkark,6,7,5,6,4,Medium,Medium,No Dectectable Firmness,Good,,,5-Sep-16,hrkpgs,5.5,7,6,4,3,Medium,Medium,No Dectectable Firmness,Slightly over-ripe,,"sweet mild melony initial, sl sour lime / cucumber remains, over ripe texture, very soft core",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-09h,EP,ZI44,ZG_EP,Green,Commercial,Culled,29,2,2/06/2016,1607438,4,17,10,1,1,0,22-Aug-16,91.38,23,,,95.57,Destructive,8.3,17,,,,7/09/2016,1,Square,,0.4,13.43,25/08/2016,12,0.6,,,,Finished,13.43,12.38,14.48,27.24,112.76,45.57,1,0.4,0,53.35,47.05,0.88,60.57,No Cavity,White,Moderately Firm,3,,Moderate,0,Square,0,0,0,0,5,0,Square,0,1,0,Hollow with Raised,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-10d,EP,ZI83,ZG_EP,Green,Commercial,Culled,54,3,28/04/2016,1602166,17,41,10,,,,,109.9,47,,,111.56,Destructive,8.87,19.25,,,,2/08/2016,8.8,oblong,YES,0.59,16.45,28/07/2016,13,0.71,,,,Finished,16.45,16.82,16.08,32.92,111.42,53.62,8.8,0.59,0,54.97,47.23,0.86,74.73,Small,Gel discoloured/Cream,Quite Hard to Firm,5,,Difficult,0,oblong,0,0,0,0,5,0,Square,0,1,0,Hollow,3,10-Aug-16,hrkark,7,7,5,6,3,High,Medium,No Dectectable Firmness,Good,,"really yummy,   high tropical sweet,  sl veggie finish,",10-Aug-16,hrktlt,6.5,7,6,5,3,High,Medium,No Dectectable Firmness,Good,,"High  frty sweet -tang , fades  to mild tang. lumpy txt,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-02-10h,EP,ZI83,ZG_EP,Green,Commercial,Culled,9,1,31/05/2016,1606820,3,7,3,1,0,1,24-Aug-16,116.01,7,,,116.01,Predicted,8.63,18.49326576,,,,,,,,,,25/08/2016,12,0.41,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-01j,EP,ZI83,ZG_EP,Green,Commercial,Culled,44,3,14/06/2016,1609556,10,24,10,,,,,87.92,36,Fruit Weight (g),Keep,96.16,Destructive,5.83,15.55,,,,3/10/2016,3.67,Globose,,0.65,14.68,7/09/2016,12,1.13,,,,Finished,14.685,13.5,15.87,33.48,112.35,57.89,3.67,0.65,0,56.63,50.53,0.9,61.38,No Cavity,Gel discoloured/Cream,Moderately Firm,3,,Moderate,0,Globose,0,0,0,0,5,0,Rounded,0,0,0,Hollow with Raised,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-03h,EP,ZK83,ZG_EP,Green,Commercial,Culled,40,3,10/06/2016,1608725,14,24,10,,,,,109.26,36,,,109.05,Destructive,12.87,19.05,,,,15/09/2016,6,Oblong,YES,0.5,16.63,31/08/2016,12,0.76,,,,Finished,16.63,16.42,16.84,21.59,105.93,49.87,6,0.5,0,54.59,50.35,0.92,66.04,No Cavity,Gel discoloured/Cream,Slightly Firm,3,,Difficult,0,Oblong,0,0,0,0,5,Ellipsoid,Rounded,0,2,0,Hollow with Raised,0,22-Sep-16,hrkark,6.5,6,6,6,3,Medium,Medium,No Dectectable Firmness,Good,,mod fruity flavour with lingering tang.,22-Sep-16,hrkmxp,6.5,6,6,7,3,High,Medium,No Dectectable Firmness,Good,,high tropical banana sweet w lemony tang that lingers txt creamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-05f,EP,ZI44,ZG_EP,Green,Commercial,Culled,54,3,14/06/2016,1609596,5,18,10,2,1,1,20-Sep-16,163.89,41,Dry Matter (%),Keep,156.03,Destructive,7.57,16.65,,,,4/10/2016,1.2,Oblong,YES,0.42,14.26,21/09/2016,14,0.85,,,,Finished,14.26,13.88,14.64,33.97,111.83,51.85,1.2,0.42,0,61.39,55.85,0.91,72.56,No Cavity,White,Moderately Firm,5,,Moderate,0,Oblong,0,0,0,0,5,0,Square,0,1,0,Hollow with Raised,3,4-Oct-16,hrkmxp,6.5,6,5,8,4,Medium,Medium,No Dectectable Firmness,Good,,"juicy ,mod green grape sweet w mild sweet apple tang that lingers, txt creamy",4-Oct-16,hrktlt,6,6,6,7,4,Medium,Medium,No Dectectable Firmness,Good,,"mod sweet tang, excellent smooth txt, needs more flv ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-06d,EP,ZJ83,ZG_EP,Green,Commercial,Culled,30,2,26/05/2016,1606344,11,18,5,1,0,1,15-Aug-16,141.07,21,,,144.22,Destructive,9.27,19.49,,,,,,,,,,17/08/2016,12,0.49,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-06i,EP,ZJ83,ZG_EP,Green,Commercial,Culled,6,1,10/06/2016,1608785,0,1,1,,,,,146.7,1,,,146.7,Predicted,11.45,17.79190545,,,,,,,,,,31/08/2016,12,0.5,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-09b,EP,ZI44,ZG_EP,Green,Commercial,Culled,6,1,26/05/2016,1606382,5,5,,,,,,75.32,5,Fruit Weight (g),End,75.32,Predicted,9.73,17.60059667,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-09h,EP,ZI44,ZG_EP,Green,Commercial,Culled,47,3,10/06/2016,1608701,0,11,5,2,0,2,12-Sep-16,84.96,25,Fruit Weight (g),Keep,99.83,Destructive,9.1,19.21,,,,26/09/2016,1,Square,YES,0.36,19.75,31/08/2016,12,0.71,,,,Finished,19.75,19.45,20.05,30.14,110.64,50.11,1,0.36,0,48.75,46.28,0.95,58.13,Small,Gel discoloured/Cream,Slightly Firm,5,,Easy,0,Square,0,0,0,0,2,0,Square,0,1,0,Hollow with Raised,1,27-Sep-16,hrktlt,6,7,7,4,4,High,Medium,No Dectectable Firmness,Slightly over-ripe,,"high sweet mod frt flv fades  , high sour tang builds, mild sour lingers. initial taste good but slimy txt ,off putting and unpleasent flv lingers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-09i,EP,ZI44,ZG_EP,Green,Commercial,Culled,14,2,26/05/2016,1606363,3,12,8,,,,,128.83,13,,,129.45,Destructive,8.7,17.71,,,,6/09/2016,1,Oblong,,0.23,16.17,17/08/2016,12,0.59,,,,Finished,16.17,15.77,16.57,29.45,111.29,51.95,1,0.23,0,51.94,48.56,0.94,75.94,No Cavity,Gel discoloured/Cream,Slightly Firm,4,,Moderate,0,Oblong,0,0,0,0,3,0,Rounded,0,1,0,Slightly Hollow with Raised,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-10c,EP,ZI83,ZG_EP,Green,Commercial,Culled,20,2,10/06/2016,1608714,13,16,,,,,,114.21,20,Dry Matter (%),End,113.73,Destructive,8.4,16.18,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-10g,EP,ZI83,ZG_EP,Green,Commercial,Culled,5,1,15/06/2016,1610039,0,4,4,,,,,155,4,,,155,Predicted,7.9,17.42288954,,,,4/10/2016,5,Oblong,YES,0.7,15.85,7/09/2016,12,1.7,,,,Finished,15.85,15.5,16.2,34.87,113.54,55.86,5,0.7,0,61.17,55.78,0.91,73.65,0,Gel discoloured/Cream,Slightly Firm,3,,Easy,0,Oblong,0,0,0,0,2,0,Square,0,0,0,Hollow with Raised,1,7-Oct-16,hrkmxp,6.5,6,6,6,4,Medium,Medium,No Dectectable Firmness,Good,,mod burnt sugar sweet w grassy tang txt melting w hint of grainy,7-Oct-16,hrktlt,5.5,6,6,6,4,Medium,Medium,No Dectectable Firmness,Slightly over-ripe,,"mod sweet creamy tang, unusual flv, sl veg finish, with sl sour tang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-03-10i,EP,ZI83,ZG_EP,Green,Commercial,Culled,24,2,26/05/2016,1606358,17,18,,,,,,136.76,20,Dry Matter (%),End,135.46,Destructive,10.45,16.69,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.01-04-01b,EP,ZI83,ZG_EP,Green,Commercial,Culled,74,4,14/06/2016,1609526,2,5,2,,,,,124,16,Dry Matter (%),End,137.48,Destructive,8.67,15.68,,,,,,,,,,7/09/2016,12,1.45,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
