group_code,breeder,breeder_cross_code,eval_cat,Concept,Funding,state,Fruit count,Fruit Load,harvest_date,tray_number,fruit_left,fruit_harvested,All trays Quanity,total thrown,# rots thrown (12wk?),# softs thown (12wks?),Date,ave_frtWgt_harvest,fruitCount_total,failed_thrshld,breeder_response,ave_frtWgt_total,data_type,harvest_brix,harvest_dm,Sensory  Dry Matter (%),storage_week_due,sensory_week_due,coolstore_removal_date,days_ripen,primary_shape,taste_done,sensory_firmness,sensory_brix,storage1_date,storage1_week,storage1_firmness,last_storage_date,last_storage_week,last_storage_firmness,post_harvest_state,Sensory Brix (SSC) - Combined,Sensory Brix (SSC) - Stem,Sensory Brix (SSC) - Stylar,Sensory Chroma-C,Sensory Chroma-H,Sensory Chroma-L,Sensory Days to Ripen,Sensory FF Flat (kgf) Fruit Firmness,Sensory FF Flat (kgf) Fruit Firmness - Core,Sensory Fruit Diameter Maximum (mm),Sensory Fruit Diameter Minimum (mm),Sensory Fruit Diameter Ratio,Sensory Fruit Length (mm),Sensory Core Cavity,Sensory Core Colour,Sensory Core Firmness,Sensory Core Size,Sensory Cross Section,Sensory Hair Removability,Sensory Lenticels,Sensory Primary Shape,Sensory  Red FAST-Intensity Outer,Sensory  Red FAST-Intesity Inner,Sensory  Red FAST-Red Equatorial Spread,Sensory  Red Longitudinal Spread,Sensory  Sample size,Sensory Secondary Shape,Sensory Shoulder Shape,Sensory Skin Hairiness,Sensory Stylar Cavity External,Sensory Stylar Cavity Internal,Sensory Stylar End Shape,Sensory Woody Plug,Date1,Taster 1,O/A 1,Sweetness 1,Acid 1,Texture 1,Juiciness 1,Intensity 1,Duration 1,Core 1,Ripeness 1,retaste 1,SensoryComments1,Date2,Taster 2,O/A 2,Sweetness 2,Acid 2,Texture 2,Juiciness 2,Intensity 2,Duration 2,Core 2,Ripeness 2,retaste 2,SensoryComments2,Date3,Taster 3,O/A 3,Sweetness 3,Acid 3,Texture 3,Juiciness 3,Intensity 3,Duration 3,Core 3,Ripeness 3,retaste 3,SensoryComments3,Date4,Taster 4,O/A 4,Sweetness 4,Acid 4,Texture 4,Juiciness 4,Intensity 4,Duratioin 4,Core 4,Ripeness 4,retaste 4,SensoryComments4,Date5,Taster 5,O/A 5,Sweetness 5,Acid 5,Texture 5,Juiciness 5,Intensity 5,Duration 5,Core 5,Ripeness 5,retaste 5,SensoryComments5,Date6,Taster 6,O/A 6,Sweetness 6,Acid 6,Texture 6,Juiciness 6,Intensity 6,Duration 6,Core 6,Ripeness 6,retaste 6,SensoryComments6,Date7,Taster 7,O/A 7,Sweetness 7,Acid 7,Texture 7,Juiciness 7,Intensity 7,Duration 7,Core 7,Ripeness 7,retaste 7,Taster 8,SensoryComments7,Date8,O/A 8,Sweetness 8,Acid 8,Texture 8,Juiciness 8,Intensity 8,Duration 8,Core 8,Ripeness 8,retaste 8,SensoryComments8
K10.11-09-15b,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-15i,CC,zB02,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-16h,CC,zB04,ZR4_CC,Red,Commercial,Culled,6,1,,,,,,,,,,,,,,,Predicted,9.52,17.4398,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-07g,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-07j,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-08f,CC,zB07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-09n,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-11a,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-11e,CC,zB04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-11g,CC,zA05,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-13d,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-13o,CC,zC03,ZR4_CC,Red,Commercial,Culled,26,2,11/03/2016,1600054,0,2,,,,,,109,2,,,109,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-14a,CC,zA07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-10-16j,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-07h,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-07l,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-08h,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-08n,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-09a,CC,zB02,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-09e,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-09f,CC,zA04,ZR4_CC,Red,Commercial,Culled,5,1,1/06/2016,1607193,0,1,1,,,,,140.5,1,,,140.5,Predicted,10.3,16.24405405,,,,,,,,,,10/08/2016,10,1.44,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-09h,CC,zB04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-10i,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-10o,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-11d,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-11l,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-11o,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-12g,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-13e,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-13n,CC,zB02,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-14b,CC,zA07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-14c,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-14m,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-15d,CC,zA04,ZR4_CC,Red,Commercial,Culled,5,1,12/05/2016,1604266,2,4,2,,,,,196.8,4,,,196.8,Predicted,10.62,15.24378333,,,,,,,,,,28/07/2016,11,0.47,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-15f,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-15h,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-15l,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-15n,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-16i,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-11-16l,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-06a,CC,zG08,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-06j,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-06k,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-07a,CC,zA07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-07m,CC,zB02,ZR4_CC,Red,Commercial,Culled,17,2,13/04/2016,1601155,0,5,3,,,,,155.6,8,Dry Matter (%),End,152.5,Destructive,9.3,15.01,,,,20/07/2016,4.67,Ellipsoid,,0.36,13.68,22/06/2016,10,0.66,,,,Finished,13.685,13.8,13.57,21.93,100.95,51.36,4.67,0.36,0,0,0,0,0,Small,White,Moderately Firm,2,Oblate,Moderate,Slightly Raised,Ellipsoid,0,0,0,0,3,0,0,moderate (hort16a),1,1,Hollow with Raised,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-08a,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-08g,CC,zG08,ZR4_CC,Red,Commercial,Culled,7,1,29/04/2016,1602790,0,2,,,,,,125,2,,,125,Predicted,8.06,17.12760194,,,,,,,,,,6/07/2016,10,0.36,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-08m,CC,zA02,ZR4_CC,Red,Commercial,Culled,19,2,28/04/2016,1602226,3,9,,,,,,128.66,14,Dry Matter (%),End,128.7,Destructive,8.8,14.9,,,,,,,,,,6/07/2016,10,0.41,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-09e,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-09g,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-10i,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-10j,CC,zB02,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-10n,CC,zB05,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-11d,CC,zB03,ZR4_CC,Red,Commercial,Culled,16,2,5/05/2016,1603168,3,7,3,1,1,0,26-Jul-16,146.33,13,Dry Matter (%),End,150.66,Destructive,11.1,15.67,,,,,,,,,,28/07/2016,12,0.63,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-12j,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-12-13e,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
